id,smoking
213257,0.78
213258,0.21
213259,0.06
213260,0.65
213261,0.8
213262,0.37
213263,0.79
213264,0.26
213265,0.47
213266,0.5
213267,0.25
213268,0.01
213269,0.8
213270,0.77
213271,0.1
213272,0.55
213273,0.4
213274,0.1
213275,0.48
213276,0.6
213277,0.82
213278,0.23
213279,0.95
213280,0.61
213281,0.99
213282,0.19
213283,0.31
213284,0.49
213285,0.08
213286,0.08
213287,0.12
213288,0.13
213289,0.34
213290,0.65
213291,0.27
213292,0.93
213293,0.14
213294,0.03
213295,0.64
213296,0.24
213297,0.23
213298,0.04
213299,0.95
213300,0.56
213301,0.38
213302,0.66
213303,0.69
213304,0.21
213305,0.49
213306,0.95
213307,0.76
213308,0.81
213309,0.14
213310,0.05
213311,0.47
213312,0.45
213313,0.45
213314,0.52
213315,0.11
213316,0.49
213317,0.06
213318,0.17
213319,0.92
213320,0.45
213321,0.06
213322,0.56
213323,0.13
213324,0.08
213325,0.54
213326,0.24
213327,0.76
213328,0.68
213329,0.16
213330,0.44
213331,0.44
213332,0.94
213333,0.54
213334,0.84
213335,0.24
213336,0.51
213337,0.68
213338,0.2
213339,0.1
213340,0.18
213341,0.68
213342,0.42
213343,0.09
213344,0.27
213345,0.28
213346,0.61
213347,0.21
213348,0.31
213349,0.78
213350,0.51
213351,0.6
213352,0.53
213353,0.17
213354,0.64
213355,0.72
213356,0.05
213357,0.78
213358,0.71
213359,0.88
213360,0.05
213361,0.71
213362,0.74
213363,0.18
213364,0.33
213365,0.18
213366,0.11
213367,0.35
213368,0.52
213369,0.16
213370,0.67
213371,0.15
213372,0.29
213373,0.29
213374,0.09
213375,0.19
213376,0.38
213377,0.33
213378,1.0
213379,0.12
213380,0.57
213381,0.19
213382,0.75
213383,0.62
213384,0.63
213385,0.29
213386,0.09
213387,0.47
213388,0.73
213389,0.27
213390,0.27
213391,0.55
213392,0.56
213393,0.39
213394,0.49
213395,0.86
213396,0.51
213397,0.69
213398,0.64
213399,0.08
213400,0.9
213401,0.03
213402,0.9
213403,0.61
213404,0.03
213405,0.25
213406,0.55
213407,0.18
213408,0.05
213409,0.57
213410,0.57
213411,0.33
213412,0.16
213413,0.46
213414,0.1
213415,0.54
213416,0.48
213417,0.97
213418,0.37
213419,0.61
213420,0.48
213421,0.22
213422,0.13
213423,0.81
213424,0.62
213425,0.08
213426,0.5
213427,0.06
213428,0.63
213429,0.09
213430,0.53
213431,0.39
213432,0.03
213433,0.88
213434,0.84
213435,0.11
213436,0.04
213437,0.21
213438,0.8
213439,0.2
213440,0.72
213441,0.34
213442,0.56
213443,0.74
213444,0.89
213445,0.32
213446,0.64
213447,0.74
213448,0.68
213449,0.52
213450,0.98
213451,0.31
213452,0.68
213453,0.92
213454,0.59
213455,0.56
213456,0.38
213457,0.12
213458,0.12
213459,0.29
213460,0.42
213461,0.13
213462,0.75
213463,0.1
213464,0.53
213465,0.36
213466,0.37
213467,0.76
213468,0.72
213469,0.12
213470,0.8
213471,0.71
213472,0.71
213473,0.16
213474,0.09
213475,0.12
213476,0.73
213477,0.14
213478,0.33
213479,0.34
213480,0.16
213481,0.63
213482,0.06
213483,0.42
213484,0.78
213485,0.47
213486,0.66
213487,0.06
213488,0.09
213489,0.19
213490,0.5
213491,0.34
213492,0.48
213493,0.6
213494,0.14
213495,0.88
213496,0.63
213497,0.42
213498,0.74
213499,0.71
213500,0.02
213501,0.27
213502,0.53
213503,0.58
213504,0.14
213505,0.38
213506,0.47
213507,0.67
213508,0.06
213509,0.52
213510,0.71
213511,0.8
213512,0.39
213513,0.15
213514,0.62
213515,0.22
213516,0.12
213517,0.54
213518,0.83
213519,0.57
213520,0.09
213521,0.04
213522,0.35
213523,0.69
213524,0.87
213525,0.08
213526,0.23
213527,0.76
213528,0.61
213529,0.72
213530,0.18
213531,0.9
213532,0.07
213533,0.39
213534,0.13
213535,0.18
213536,0.18
213537,0.56
213538,0.07
213539,0.28
213540,0.16
213541,0.33
213542,0.4
213543,0.14
213544,0.96
213545,0.31
213546,0.8
213547,0.48
213548,0.77
213549,0.07
213550,0.21
213551,0.21
213552,0.65
213553,0.57
213554,0.85
213555,0.36
213556,0.68
213557,0.69
213558,0.12
213559,0.7
213560,0.64
213561,0.5
213562,0.79
213563,0.6
213564,0.75
213565,0.32
213566,0.44
213567,0.22
213568,0.36
213569,0.7
213570,0.8
213571,0.28
213572,0.95
213573,0.1
213574,0.82
213575,0.88
213576,0.09
213577,0.15
213578,0.54
213579,0.11
213580,0.09
213581,0.53
213582,0.1
213583,0.37
213584,0.6
213585,0.2
213586,0.61
213587,0.62
213588,0.6
213589,0.64
213590,0.14
213591,0.21
213592,0.52
213593,0.25
213594,0.53
213595,0.23
213596,0.24
213597,0.6
213598,0.15
213599,0.24
213600,0.38
213601,0.36
213602,0.07
213603,0.86
213604,0.76
213605,0.23
213606,0.84
213607,0.6
213608,0.08
213609,0.24
213610,0.21
213611,0.18
213612,0.35
213613,0.18
213614,0.18
213615,0.62
213616,0.24
213617,0.18
213618,0.12
213619,0.69
213620,0.81
213621,0.41
213622,0.94
213623,0.1
213624,0.07
213625,0.4
213626,0.79
213627,0.44
213628,0.21
213629,0.66
213630,0.45
213631,0.12
213632,0.61
213633,0.64
213634,0.51
213635,0.52
213636,0.26
213637,0.07
213638,0.37
213639,0.1
213640,0.46
213641,0.41
213642,0.11
213643,0.06
213644,0.67
213645,0.74
213646,0.52
213647,0.22
213648,0.03
213649,0.78
213650,0.89
213651,0.3
213652,0.89
213653,0.23
213654,0.65
213655,0.16
213656,0.92
213657,0.18
213658,0.42
213659,0.19
213660,0.95
213661,0.84
213662,0.63
213663,0.13
213664,0.6
213665,0.69
213666,0.61
213667,0.57
213668,0.39
213669,0.73
213670,0.64
213671,0.37
213672,0.37
213673,0.28
213674,0.72
213675,0.32
213676,0.97
213677,0.05
213678,0.16
213679,0.16
213680,0.52
213681,0.35
213682,0.76
213683,0.82
213684,0.83
213685,0.53
213686,0.41
213687,0.36
213688,0.19
213689,0.87
213690,0.61
213691,0.77
213692,0.34
213693,0.59
213694,0.83
213695,0.27
213696,0.27
213697,0.52
213698,0.11
213699,0.74
213700,0.45
213701,0.38
213702,0.48
213703,0.51
213704,0.91
213705,0.19
213706,0.52
213707,0.03
213708,0.45
213709,0.75
213710,0.47
213711,0.43
213712,0.54
213713,0.96
213714,0.58
213715,0.37
213716,0.02
213717,0.37
213718,0.36
213719,0.78
213720,0.71
213721,0.36
213722,0.63
213723,0.91
213724,0.71
213725,0.84
213726,0.3
213727,0.14
213728,0.16
213729,0.38
213730,0.51
213731,0.43
213732,0.29
213733,0.24
213734,0.94
213735,0.87
213736,0.06
213737,0.22
213738,0.66
213739,0.46
213740,0.06
213741,0.91
213742,0.42
213743,0.16
213744,0.22
213745,0.64
213746,0.55
213747,0.14
213748,0.66
213749,0.68
213750,0.71
213751,0.12
213752,0.62
213753,0.56
213754,0.42
213755,0.42
213756,0.68
213757,0.54
213758,0.8
213759,0.31
213760,0.66
213761,0.96
213762,0.54
213763,0.03
213764,0.75
213765,0.72
213766,0.59
213767,0.78
213768,0.59
213769,0.25
213770,0.07
213771,0.43
213772,0.52
213773,0.31
213774,0.82
213775,0.1
213776,0.48
213777,0.19
213778,0.47
213779,0.7
213780,0.62
213781,0.33
213782,0.12
213783,0.66
213784,0.7
213785,0.51
213786,0.56
213787,0.09
213788,0.73
213789,0.61
213790,0.49
213791,0.99
213792,0.15
213793,0.89
213794,0.13
213795,0.28
213796,0.77
213797,0.91
213798,0.69
213799,0.1
213800,0.51
213801,0.32
213802,0.46
213803,0.07
213804,0.12
213805,0.52
213806,0.72
213807,0.1
213808,0.85
213809,0.68
213810,0.98
213811,0.13
213812,0.1
213813,0.56
213814,0.71
213815,0.29
213816,0.14
213817,0.61
213818,0.14
213819,0.88
213820,0.27
213821,0.83
213822,0.86
213823,0.48
213824,0.54
213825,0.69
213826,0.57
213827,0.33
213828,0.71
213829,0.05
213830,0.49
213831,0.72
213832,0.42
213833,0.75
213834,0.06
213835,0.57
213836,0.57
213837,0.14
213838,0.54
213839,0.17
213840,0.23
213841,0.99
213842,0.6
213843,0.88
213844,0.54
213845,0.56
213846,0.1
213847,0.19
213848,0.78
213849,0.51
213850,0.05
213851,0.06
213852,0.13
213853,0.9
213854,0.62
213855,0.83
213856,0.12
213857,0.7
213858,0.9
213859,0.06
213860,0.08
213861,0.44
213862,0.06
213863,0.02
213864,0.07
213865,0.12
213866,0.8
213867,0.2
213868,0.68
213869,0.77
213870,0.11
213871,0.03
213872,0.59
213873,0.24
213874,0.5
213875,0.68
213876,0.04
213877,0.39
213878,0.5
213879,0.58
213880,0.49
213881,0.81
213882,0.43
213883,0.27
213884,0.08
213885,0.16
213886,0.26
213887,0.28
213888,0.03
213889,0.93
213890,0.14
213891,0.33
213892,0.62
213893,0.47
213894,0.18
213895,0.09
213896,0.53
213897,0.29
213898,0.72
213899,0.06
213900,0.4
213901,0.28
213902,0.23
213903,0.67
213904,0.73
213905,0.68
213906,0.06
213907,0.22
213908,0.05
213909,0.32
213910,0.8
213911,0.73
213912,0.97
213913,0.81
213914,0.25
213915,0.29
213916,0.8
213917,0.09
213918,0.72
213919,0.25
213920,0.11
213921,0.34
213922,0.22
213923,0.74
213924,0.15
213925,0.51
213926,0.75
213927,0.93
213928,0.37
213929,0.18
213930,0.42
213931,0.09
213932,0.76
213933,0.85
213934,0.77
213935,0.49
213936,0.57
213937,0.89
213938,0.68
213939,0.45
213940,0.19
213941,0.31
213942,0.49
213943,0.72
213944,0.99
213945,0.67
213946,0.7
213947,0.04
213948,0.8
213949,0.75
213950,0.43
213951,0.94
213952,0.4
213953,0.46
213954,0.05
213955,0.59
213956,0.13
213957,0.69
213958,0.98
213959,0.16
213960,0.72
213961,0.06
213962,0.08
213963,0.45
213964,0.07
213965,0.22
213966,0.51
213967,0.91
213968,0.72
213969,0.03
213970,0.05
213971,0.47
213972,0.87
213973,0.37
213974,0.29
213975,0.06
213976,0.52
213977,0.23
213978,0.07
213979,0.29
213980,0.26
213981,0.24
213982,0.42
213983,0.32
213984,0.64
213985,0.95
213986,0.41
213987,0.94
213988,0.7
213989,0.94
213990,0.42
213991,0.89
213992,0.86
213993,0.68
213994,0.04
213995,0.53
213996,0.84
213997,0.11
213998,0.81
213999,0.1
214000,0.91
214001,0.57
214002,0.54
214003,0.64
214004,0.2
214005,0.04
214006,0.04
214007,0.4
214008,0.18
214009,0.16
214010,0.89
214011,0.73
214012,0.12
214013,0.24
214014,0.79
214015,0.63
214016,0.37
214017,0.11
214018,0.21
214019,0.06
214020,0.5
214021,0.36
214022,0.06
214023,0.12
214024,0.64
214025,0.79
214026,0.76
214027,0.3
214028,0.55
214029,0.67
214030,0.34
214031,0.87
214032,0.11
214033,0.82
214034,0.7
214035,0.87
214036,0.96
214037,0.74
214038,0.14
214039,0.29
214040,0.36
214041,0.72
214042,0.3
214043,0.57
214044,0.07
214045,0.56
214046,0.84
214047,0.84
214048,0.39
214049,0.15
214050,0.57
214051,0.54
214052,0.76
214053,0.48
214054,0.71
214055,0.74
214056,0.11
214057,0.52
214058,0.69
214059,0.86
214060,0.88
214061,0.63
214062,0.39
214063,0.81
214064,0.5
214065,0.12
214066,0.86
214067,0.77
214068,0.46
214069,0.07
214070,0.31
214071,0.09
214072,0.08
214073,0.11
214074,0.22
214075,0.56
214076,0.48
214077,0.38
214078,0.43
214079,0.08
214080,0.44
214081,0.31
214082,0.15
214083,0.18
214084,0.08
214085,0.63
214086,0.23
214087,0.7
214088,0.1
214089,0.33
214090,0.18
214091,0.35
214092,0.16
214093,0.05
214094,0.7
214095,0.6
214096,0.27
214097,0.47
214098,0.48
214099,0.4
214100,0.55
214101,0.65
214102,0.92
214103,0.63
214104,0.6
214105,0.61
214106,0.78
214107,0.85
214108,0.35
214109,0.9
214110,0.1
214111,0.14
214112,0.09
214113,0.65
214114,0.46
214115,0.49
214116,0.14
214117,0.72
214118,0.84
214119,0.91
214120,0.24
214121,0.75
214122,0.34
214123,0.18
214124,0.15
214125,0.1
214126,0.18
214127,0.16
214128,0.61
214129,0.81
214130,0.36
214131,0.74
214132,0.81
214133,0.39
214134,0.7
214135,0.55
214136,0.46
214137,0.09
214138,0.31
214139,0.57
214140,0.05
214141,0.04
214142,0.4
214143,0.11
214144,0.87
214145,0.42
214146,0.2
214147,0.62
214148,0.51
214149,0.67
214150,0.62
214151,0.78
214152,0.26
214153,0.23
214154,0.55
214155,0.46
214156,0.14
214157,0.22
214158,0.08
214159,0.56
214160,0.36
214161,0.37
214162,0.67
214163,0.52
214164,0.35
214165,0.31
214166,0.47
214167,0.19
214168,0.26
214169,0.92
214170,0.72
214171,0.53
214172,0.7
214173,0.32
214174,0.56
214175,0.72
214176,0.58
214177,0.35
214178,0.24
214179,0.54
214180,0.12
214181,0.1
214182,0.74
214183,0.81
214184,0.09
214185,0.63
214186,0.17
214187,0.79
214188,0.16
214189,0.65
214190,0.78
214191,0.65
214192,0.9
214193,0.19
214194,0.3
214195,0.12
214196,0.15
214197,0.91
214198,0.36
214199,0.8
214200,0.84
214201,0.95
214202,0.15
214203,0.61
214204,0.45
214205,0.55
214206,0.27
214207,0.91
214208,0.75
214209,0.18
214210,0.61
214211,0.15
214212,0.1
214213,0.44
214214,0.15
214215,0.49
214216,0.19
214217,0.25
214218,0.72
214219,0.1
214220,0.69
214221,0.78
214222,0.11
214223,0.67
214224,0.42
214225,0.63
214226,0.53
214227,0.42
214228,0.18
214229,0.12
214230,0.33
214231,0.57
214232,0.13
214233,0.35
214234,0.05
214235,0.54
214236,0.66
214237,0.72
214238,0.65
214239,0.41
214240,0.33
214241,0.83
214242,0.45
214243,0.1
214244,0.12
214245,0.62
214246,0.23
214247,0.8
214248,0.23
214249,0.14
214250,0.06
214251,0.7
214252,0.21
214253,0.7
214254,0.59
214255,0.58
214256,0.28
214257,0.9
214258,0.36
214259,0.19
214260,0.08
214261,0.66
214262,0.27
214263,0.66
214264,0.25
214265,0.72
214266,0.71
214267,0.55
214268,0.7
214269,0.74
214270,0.41
214271,0.24
214272,0.86
214273,0.36
214274,0.35
214275,0.81
214276,0.78
214277,0.9
214278,0.85
214279,0.19
214280,0.97
214281,0.15
214282,0.03
214283,0.12
214284,0.76
214285,0.13
214286,0.71
214287,0.74
214288,0.14
214289,0.67
214290,0.01
214291,0.77
214292,0.66
214293,0.18
214294,0.95
214295,0.52
214296,0.13
214297,0.23
214298,0.52
214299,0.73
214300,0.1
214301,0.53
214302,0.4
214303,0.8
214304,0.6
214305,0.66
214306,0.29
214307,0.12
214308,0.83
214309,0.72
214310,0.53
214311,0.65
214312,0.47
214313,0.19
214314,0.51
214315,0.12
214316,0.54
214317,0.7
214318,0.1
214319,0.21
214320,0.17
214321,0.28
214322,0.25
214323,0.64
214324,0.14
214325,0.26
214326,0.13
214327,0.67
214328,0.6
214329,0.69
214330,0.65
214331,0.25
214332,0.65
214333,0.47
214334,0.31
214335,0.81
214336,0.35
214337,0.13
214338,0.7
214339,0.45
214340,0.25
214341,0.78
214342,0.56
214343,0.85
214344,0.54
214345,0.12
214346,0.32
214347,0.37
214348,0.78
214349,0.52
214350,0.51
214351,0.53
214352,0.32
214353,0.17
214354,0.65
214355,0.37
214356,0.48
214357,0.73
214358,0.74
214359,0.19
214360,0.54
214361,0.14
214362,0.94
214363,0.61
214364,0.7
214365,0.11
214366,0.12
214367,0.27
214368,0.73
214369,0.14
214370,0.52
214371,0.7
214372,0.51
214373,0.07
214374,0.52
214375,0.19
214376,0.16
214377,0.92
214378,0.13
214379,0.56
214380,0.94
214381,0.6
214382,0.91
214383,0.12
214384,0.72
214385,0.57
214386,0.42
214387,0.54
214388,0.52
214389,0.72
214390,0.06
214391,0.28
214392,0.55
214393,0.89
214394,0.85
214395,0.48
214396,0.58
214397,0.63
214398,0.12
214399,0.05
214400,0.1
214401,0.27
214402,0.62
214403,0.75
214404,0.78
214405,0.03
214406,0.27
214407,0.14
214408,0.04
214409,0.07
214410,0.19
214411,0.28
214412,0.63
214413,0.3
214414,0.46
214415,0.73
214416,0.56
214417,0.46
214418,0.19
214419,0.77
214420,0.26
214421,0.68
214422,0.41
214423,0.92
214424,0.1
214425,0.38
214426,0.13
214427,0.78
214428,0.13
214429,0.15
214430,0.23
214431,0.75
214432,0.36
214433,0.66
214434,0.53
214435,0.18
214436,0.52
214437,0.63
214438,0.57
214439,0.9
214440,0.89
214441,0.21
214442,0.77
214443,0.42
214444,0.52
214445,0.42
214446,0.16
214447,0.52
214448,0.78
214449,0.05
214450,0.85
214451,0.14
214452,0.12
214453,0.73
214454,0.75
214455,0.08
214456,0.48
214457,0.1
214458,0.42
214459,0.34
214460,0.83
214461,0.36
214462,0.74
214463,0.6
214464,0.23
214465,0.48
214466,0.63
214467,0.13
214468,0.08
214469,0.93
214470,0.05
214471,0.06
214472,0.11
214473,0.33
214474,0.03
214475,0.11
214476,0.28
214477,0.78
214478,0.74
214479,0.33
214480,0.8
214481,0.63
214482,0.66
214483,0.26
214484,0.62
214485,0.34
214486,0.67
214487,0.29
214488,0.7
214489,0.92
214490,0.18
214491,0.58
214492,0.11
214493,0.69
214494,0.79
214495,0.2
214496,0.14
214497,0.09
214498,0.88
214499,0.17
214500,0.05
214501,0.18
214502,0.05
214503,0.04
214504,0.73
214505,0.95
214506,0.27
214507,0.69
214508,0.32
214509,0.11
214510,0.73
214511,0.84
214512,0.25
214513,0.78
214514,0.42
214515,0.18
214516,0.24
214517,0.74
214518,0.14
214519,0.62
214520,0.79
214521,0.68
214522,0.71
214523,0.17
214524,0.49
214525,0.58
214526,0.32
214527,0.2
214528,0.32
214529,0.82
214530,0.81
214531,0.09
214532,0.06
214533,0.19
214534,0.89
214535,0.89
214536,0.19
214537,0.47
214538,0.6
214539,0.41
214540,0.31
214541,0.33
214542,0.56
214543,0.89
214544,0.84
214545,0.29
214546,0.47
214547,0.28
214548,0.04
214549,0.64
214550,0.71
214551,0.47
214552,0.12
214553,0.86
214554,0.35
214555,0.44
214556,0.35
214557,0.62
214558,0.41
214559,0.06
214560,0.39
214561,0.34
214562,0.09
214563,0.33
214564,0.39
214565,0.38
214566,0.76
214567,0.11
214568,0.4
214569,0.57
214570,0.54
214571,0.04
214572,0.58
214573,0.06
214574,0.65
214575,0.07
214576,0.36
214577,0.69
214578,0.29
214579,0.42
214580,0.1
214581,0.16
214582,0.61
214583,0.22
214584,0.23
214585,0.72
214586,0.3
214587,0.12
214588,0.11
214589,0.57
214590,0.34
214591,0.05
214592,0.16
214593,0.67
214594,0.44
214595,0.32
214596,0.33
214597,0.21
214598,0.56
214599,0.35
214600,0.18
214601,0.76
214602,0.11
214603,0.29
214604,0.02
214605,0.26
214606,0.35
214607,0.07
214608,0.08
214609,0.72
214610,0.49
214611,0.34
214612,0.13
214613,0.16
214614,0.81
214615,0.49
214616,0.56
214617,0.59
214618,0.69
214619,0.73
214620,0.05
214621,0.11
214622,0.1
214623,0.19
214624,0.51
214625,0.72
214626,0.87
214627,0.51
214628,0.71
214629,0.33
214630,0.89
214631,0.59
214632,0.13
214633,0.52
214634,0.28
214635,0.59
214636,0.69
214637,0.89
214638,0.41
214639,0.52
214640,0.04
214641,0.27
214642,0.36
214643,0.26
214644,0.55
214645,0.06
214646,0.3
214647,0.09
214648,0.21
214649,0.26
214650,0.36
214651,0.52
214652,0.49
214653,0.1
214654,0.76
214655,0.58
214656,0.72
214657,0.96
214658,0.18
214659,0.23
214660,0.63
214661,0.05
214662,0.81
214663,0.09
214664,0.03
214665,0.53
214666,0.16
214667,0.26
214668,0.22
214669,0.19
214670,0.52
214671,0.55
214672,0.71
214673,0.08
214674,0.74
214675,0.41
214676,0.81
214677,0.5
214678,0.24
214679,0.71
214680,0.07
214681,0.6
214682,0.74
214683,0.23
214684,0.55
214685,0.64
214686,0.99
214687,0.54
214688,0.31
214689,0.72
214690,0.51
214691,0.18
214692,0.34
214693,0.33
214694,0.68
214695,0.22
214696,0.61
214697,0.09
214698,0.45
214699,0.68
214700,0.31
214701,0.22
214702,0.22
214703,0.04
214704,0.71
214705,0.1
214706,0.15
214707,0.93
214708,0.13
214709,0.18
214710,0.84
214711,0.41
214712,0.81
214713,0.51
214714,0.29
214715,0.36
214716,0.42
214717,0.03
214718,0.76
214719,0.14
214720,0.71
214721,0.06
214722,0.35
214723,0.37
214724,0.07
214725,0.59
214726,0.7
214727,0.53
214728,0.66
214729,0.67
214730,0.2
214731,0.19
214732,0.75
214733,0.11
214734,0.26
214735,0.11
214736,0.49
214737,0.51
214738,0.19
214739,0.93
214740,0.28
214741,0.22
214742,0.25
214743,0.75
214744,0.16
214745,0.73
214746,0.72
214747,0.2
214748,0.38
214749,0.83
214750,0.2
214751,0.16
214752,0.03
214753,0.07
214754,0.23
214755,0.27
214756,0.58
214757,0.37
214758,0.37
214759,0.67
214760,0.75
214761,0.41
214762,0.81
214763,0.18
214764,0.06
214765,0.8
214766,0.84
214767,0.73
214768,0.47
214769,0.69
214770,0.52
214771,0.37
214772,0.11
214773,0.86
214774,0.38
214775,0.94
214776,0.79
214777,0.11
214778,0.99
214779,0.09
214780,0.71
214781,0.75
214782,0.85
214783,0.02
214784,0.06
214785,0.58
214786,0.71
214787,0.37
214788,0.71
214789,0.2
214790,0.59
214791,0.78
214792,0.65
214793,0.56
214794,0.26
214795,0.59
214796,0.88
214797,0.13
214798,0.43
214799,0.57
214800,0.29
214801,0.52
214802,0.24
214803,0.13
214804,0.4
214805,0.59
214806,0.68
214807,0.6
214808,0.03
214809,0.09
214810,0.78
214811,0.63
214812,0.58
214813,0.49
214814,0.65
214815,0.79
214816,0.16
214817,0.16
214818,0.76
214819,0.08
214820,0.12
214821,0.4
214822,0.9
214823,0.73
214824,0.04
214825,0.57
214826,0.59
214827,0.27
214828,0.49
214829,0.83
214830,0.09
214831,0.66
214832,0.3
214833,0.1
214834,0.4
214835,0.07
214836,0.24
214837,0.8
214838,0.79
214839,0.05
214840,0.78
214841,0.21
214842,0.03
214843,0.32
214844,0.43
214845,0.74
214846,0.51
214847,0.12
214848,1.0
214849,0.67
214850,0.33
214851,0.27
214852,0.46
214853,0.03
214854,0.74
214855,0.59
214856,0.85
214857,0.48
214858,0.56
214859,0.17
214860,0.43
214861,0.05
214862,0.22
214863,0.42
214864,0.81
214865,0.39
214866,0.16
214867,0.18
214868,0.47
214869,0.14
214870,0.81
214871,0.19
214872,0.1
214873,0.07
214874,0.46
214875,0.87
214876,0.36
214877,0.16
214878,0.78
214879,0.07
214880,0.6
214881,0.74
214882,0.63
214883,0.35
214884,0.88
214885,0.21
214886,0.49
214887,0.8
214888,0.25
214889,0.07
214890,0.47
214891,0.34
214892,0.12
214893,0.68
214894,0.37
214895,0.09
214896,0.09
214897,0.96
214898,0.04
214899,1.0
214900,0.56
214901,0.74
214902,0.24
214903,0.06
214904,0.53
214905,0.13
214906,0.87
214907,0.68
214908,0.14
214909,0.62
214910,0.45
214911,0.6
214912,0.2
214913,0.49
214914,0.04
214915,0.67
214916,0.72
214917,0.64
214918,0.49
214919,0.82
214920,0.74
214921,0.34
214922,0.26
214923,0.49
214924,0.06
214925,0.39
214926,0.94
214927,0.3
214928,0.47
214929,0.33
214930,0.76
214931,0.11
214932,0.07
214933,0.78
214934,0.77
214935,0.68
214936,0.6
214937,0.07
214938,0.79
214939,0.66
214940,0.13
214941,0.59
214942,0.14
214943,0.04
214944,0.41
214945,0.35
214946,0.39
214947,0.06
214948,0.41
214949,0.42
214950,0.13
214951,0.17
214952,0.62
214953,0.1
214954,0.06
214955,0.07
214956,0.32
214957,0.65
214958,0.18
214959,0.3
214960,0.21
214961,0.03
214962,0.7
214963,0.67
214964,0.03
214965,0.38
214966,0.7
214967,0.55
214968,0.63
214969,0.59
214970,0.73
214971,0.12
214972,0.03
214973,0.93
214974,0.74
214975,0.14
214976,0.85
214977,0.75
214978,0.3
214979,0.42
214980,0.42
214981,0.68
214982,0.36
214983,0.88
214984,0.81
214985,0.06
214986,0.59
214987,0.06
214988,0.13
214989,0.29
214990,0.94
214991,0.41
214992,0.96
214993,0.49
214994,0.6
214995,0.67
214996,0.56
214997,0.6
214998,0.54
214999,0.68
215000,0.64
215001,0.52
215002,0.52
215003,0.5
215004,0.76
215005,0.82
215006,0.64
215007,0.52
215008,0.18
215009,0.42
215010,0.25
215011,0.8
215012,0.52
215013,0.37
215014,0.59
215015,0.62
215016,0.23
215017,0.12
215018,0.06
215019,0.33
215020,0.72
215021,0.5
215022,0.23
215023,0.18
215024,0.14
215025,0.16
215026,0.63
215027,0.38
215028,0.04
215029,0.6
215030,0.16
215031,0.54
215032,0.78
215033,0.05
215034,0.36
215035,0.47
215036,0.18
215037,0.52
215038,0.83
215039,0.42
215040,0.9
215041,0.61
215042,0.51
215043,0.29
215044,0.4
215045,0.7
215046,0.09
215047,0.1
215048,0.58
215049,0.75
215050,0.43
215051,0.46
215052,0.58
215053,0.88
215054,0.52
215055,0.71
215056,0.53
215057,0.12
215058,0.75
215059,0.31
215060,0.52
215061,0.09
215062,0.05
215063,0.36
215064,0.13
215065,0.05
215066,0.1
215067,0.7
215068,0.69
215069,0.36
215070,0.48
215071,0.46
215072,0.41
215073,0.37
215074,0.4
215075,0.67
215076,0.08
215077,0.67
215078,0.42
215079,0.56
215080,0.25
215081,0.03
215082,0.77
215083,0.87
215084,0.7
215085,0.26
215086,0.54
215087,0.1
215088,0.04
215089,0.14
215090,0.84
215091,0.54
215092,0.58
215093,0.55
215094,0.05
215095,0.31
215096,0.46
215097,0.92
215098,0.38
215099,0.56
215100,0.15
215101,0.07
215102,0.18
215103,0.27
215104,0.61
215105,0.21
215106,0.7
215107,0.03
215108,0.22
215109,0.47
215110,0.84
215111,0.77
215112,0.19
215113,0.7
215114,0.53
215115,0.07
215116,0.38
215117,0.17
215118,0.65
215119,0.55
215120,0.98
215121,0.73
215122,0.61
215123,0.68
215124,0.1
215125,0.61
215126,0.36
215127,0.59
215128,0.5
215129,0.47
215130,0.06
215131,0.09
215132,0.99
215133,0.18
215134,0.67
215135,0.16
215136,0.9
215137,0.02
215138,0.87
215139,0.07
215140,0.11
215141,0.26
215142,0.54
215143,0.73
215144,0.91
215145,0.4
215146,0.74
215147,0.48
215148,0.5
215149,0.82
215150,0.16
215151,0.15
215152,0.13
215153,0.32
215154,0.5
215155,0.52
215156,0.61
215157,0.7
215158,0.09
215159,0.84
215160,0.04
215161,0.66
215162,0.56
215163,0.3
215164,0.75
215165,0.78
215166,0.62
215167,0.14
215168,0.55
215169,0.57
215170,0.52
215171,0.1
215172,0.17
215173,0.32
215174,0.45
215175,0.96
215176,0.85
215177,0.91
215178,0.63
215179,0.7
215180,0.81
215181,0.42
215182,0.19
215183,0.58
215184,0.2
215185,0.11
215186,0.18
215187,0.11
215188,1.0
215189,0.91
215190,0.54
215191,0.63
215192,0.03
215193,0.41
215194,0.09
215195,0.29
215196,0.45
215197,0.67
215198,0.77
215199,0.06
215200,1.0
215201,0.29
215202,0.54
215203,0.15
215204,0.2
215205,0.47
215206,0.54
215207,0.44
215208,0.16
215209,0.31
215210,0.46
215211,0.04
215212,0.8
215213,0.93
215214,0.21
215215,0.83
215216,0.59
215217,0.63
215218,0.67
215219,0.55
215220,0.43
215221,0.16
215222,0.08
215223,0.18
215224,0.84
215225,0.26
215226,0.28
215227,0.75
215228,0.83
215229,0.88
215230,0.12
215231,0.41
215232,0.27
215233,0.26
215234,0.74
215235,0.76
215236,0.61
215237,0.61
215238,0.86
215239,0.3
215240,0.09
215241,0.09
215242,0.76
215243,0.06
215244,0.92
215245,0.23
215246,0.25
215247,0.54
215248,0.55
215249,0.6
215250,0.7
215251,0.41
215252,0.38
215253,0.51
215254,0.81
215255,0.4
